data_series,avg,std
CPU Kernel Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9915782920970775,3.3657561534412366E-5
CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS,0.9977574408438381,9.69770614938209E-7
CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM,0.9987817712287004,6.429749783143001E-7
CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9967685814454443,1.3077331813549347E-6
CollectionCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM,0.9977574408438381,3.298322983023276E-7
CollectionCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,0.9967685814454443,9.94590501342962E-7
CollectionCount#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9967685814454443,6.677948647190532E-7
ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM,0.9976855965772158,4.010997450576295E-6
ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,0.9969115743268745,4.680624143071999E-6
ProcessCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9969115743268745,1.9930163177916243E-6
CPU Idle Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9923628991475247,6.869988175103943E-6
Inactive Files#PLAIN#CENTOS@Cached Memory#PLAIN#CENTOS@Inactive Memory#PLAIN#CENTOS@Activated Virtual Pages#PLAIN#CENTOS,0.9964457079482019,4.821944388248387E-7
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS,0.9934088746666623,9.817475632806626E-6
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM,0.9945431265268769,7.040945562683104E-6
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9912961544286722,8.960901917484203E-6
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CurrentThreadCpuTime#PLAIN#JVM,0.9937614928183746,6.891844696440541E-6
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9908541778503088,3.892391022159466E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM,0.9934088746666623,8.845611593720262E-6
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,0.9912961544286722,1.0765567948521362E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM,0.9934088746666623,8.6965107274777E-6
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@CPU Kernel Processes#PLAIN#CENTOS,0.9908541778503088,4.0728576252631814E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9912961544286722,7.98903787839784E-6
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CurrentThreadCpuTime#PLAIN#JVM,0.9937614928183746,5.919980657354177E-6
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9908541778503088,3.795204618250829E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM,0.9912961544286722,7.839937012155277E-6
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS@CPU Kernel Processes#PLAIN#CENTOS,0.9908541778503088,3.987200253730939E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS@Minor Page Faults#PLAIN#CENTOS,0.9910312267660537,1.6912032752607023E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CurrentThreadCpuTime#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9908541778503088,3.780294531626573E-5
CPU Soft Interrupts#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM,0.9934088746666623,1.077494114425917E-5
CPU Soft Interrupts#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,0.9912961544286722,1.2694897499060269E-5
CPU Soft Interrupts#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM,0.9934088746666623,1.0302162856770101E-5
CPU Soft Interrupts#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@CPU Kernel Processes#PLAIN#CENTOS,0.9906030074055974,4.731830472539723E-5
CPU Soft Interrupts#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9912961544286722,9.918367428936747E-6
CPU Soft Interrupts#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CurrentThreadCpuTime#PLAIN#JVM,0.9942217538548345,7.52563278664658E-6
CPU Soft Interrupts#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9906030074055974,4.4541774655273704E-5
CPU Soft Interrupts#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM,0.9912961544286722,9.445589141447678E-6
CPU Soft Interrupts#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS@CPU Kernel Processes#PLAIN#CENTOS,0.9906030074055974,4.646173101007481E-5
CPU Soft Interrupts#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS@Minor Page Faults#PLAIN#CENTOS,0.9910312267660537,1.787669752787648E-5
CPU Soft Interrupts#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@CurrentThreadCpuTime#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9906030074055974,4.4068996367784637E-5
CPU Soft Interrupts#PLAIN#CENTOS@CPU Idle Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9912961544286722,1.3527699491011064E-5
CPU Soft Interrupts#PLAIN#CENTOS@CPU Idle Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM@CurrentThreadCpuTime#PLAIN#JVM,0.9934088746666623,1.107561711604325E-5
CPU Soft Interrupts#PLAIN#CENTOS@CPU Idle Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9915782920970775,4.033781142903782E-5
CPU Soft Interrupts#PLAIN#CENTOS@CPU Idle Processes#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM,0.9912961544286722,1.2995573470844349E-5
CPU Soft Interrupts#PLAIN#CENTOS@CPU Idle Processes#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@Minor Page Faults#PLAIN#CENTOS,0.9910312267660537,1.9681363558913636E-5
CPU Soft Interrupts#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM,0.9912961544286722,7.643743974244513E-6
CPU Soft Interrupts#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS@CPU Kernel Processes#PLAIN#CENTOS,0.9912961544286722,3.9481237713715394E-5
CPU Soft Interrupts#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS@Minor Page Faults#PLAIN#CENTOS,0.9910312267660537,1.6904833488790115E-5
CPU Soft Interrupts#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM@CurrentThreadCpuTime#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9915782920970775,3.723038598239479E-5
CPU Soft Interrupts#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@Minor Page Faults#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM,0.9910312267660537,2.6026893464686704E-5
CPU Soft Interrupts#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@Minor Page Faults#PLAIN#CENTOS@Free Virtual Pages#PLAIN#CENTOS,0.9910250387666336,3.370422214052886E-5
Minor Page Faults#PLAIN#CENTOS@Free Virtual Pages#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM,0.9910250387666336,4.0906325761624345E-5
Minor Page Faults#PLAIN#CENTOS@Free Virtual Pages#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@CollectionCount#PLAIN#JVM,0.9910250387666336,3.093687157061687E-5
Minor Page Faults#PLAIN#CENTOS@Free Virtual Pages#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM,0.9910250387666336,3.160191654188069E-5
Minor Page Faults#PLAIN#CENTOS@Free Virtual Pages#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@CPU Idle Processes#PLAIN#CENTOS,0.9910250387666336,3.6842005684175004E-5
Minor Page Faults#PLAIN#CENTOS@Free Virtual Pages#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM,0.9910250387666336,3.0907887459207285E-5
Minor Page Faults#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM@CollectionCount#PLAIN#JVM,0.9910312267660537,2.834982432319861E-5
Minor Page Faults#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM,0.9910312267660537,2.9014869294462433E-5
Minor Page Faults#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS,0.9910312267660537,3.4254958436756745E-5
Minor Page Faults#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM,0.9910312267660537,2.832084021178903E-5
Minor Page Faults#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM,0.9910312267660537,1.9045415103454958E-5
Minor Page Faults#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS,0.9910312267660537,2.428550424574927E-5
Minor Page Faults#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM,0.9910312267660537,1.8351386020781554E-5
Minor Page Faults#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9908541778503088,4.32530970078777E-5
Minor Page Faults#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS,0.9910312267660537,2.4950549217013092E-5
Minor Page Faults#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM,0.9910312267660537,1.9016430992045373E-5
Minor Page Faults#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9906030074055974,4.9243585872631844E-5
Minor Page Faults#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@CPU Idle Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM,0.9910312267660537,2.4256520134339692E-5
Minor Page Faults#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9910312267660537,4.281876248909835E-5
CurrentThreadCpuTime#PLAIN#JVM@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS,0.9934391418865999,4.7515769558220115E-6
CurrentThreadCpuTime#PLAIN#JVM@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM,0.9937614928183746,4.95280759946922E-6
CurrentThreadCpuTime#PLAIN#JVM@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9912350045438253,1.4405762951885316E-5
CurrentThreadCpuTime#PLAIN#JVM@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9908541778503088,3.7166667634900275E-5
CurrentThreadCpuTime#PLAIN#JVM@CollectionCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM,0.9934391418865999,4.893459866791573E-6
CurrentThreadCpuTime#PLAIN#JVM@CollectionCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,0.9912350045438253,1.4346415219207668E-5
CurrentThreadCpuTime#PLAIN#JVM@CollectionCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@CPU Kernel Processes#PLAIN#CENTOS,0.9908541778503088,3.710731990222263E-5
CurrentThreadCpuTime#PLAIN#JVM@CollectionCount#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9912350045438253,1.4547645862854876E-5
CurrentThreadCpuTime#PLAIN#JVM@CollectionCount#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9908541778503088,3.730855054586984E-5
CurrentThreadCpuTime#PLAIN#JVM@CollectionCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS@CPU Kernel Processes#PLAIN#CENTOS,0.9908541778503088,4.676150589828593E-5
CurrentThreadCpuTime#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM,0.9934391418865999,4.2461050242985625E-6
CurrentThreadCpuTime#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,0.9912350045438253,1.3699060376714657E-5
CurrentThreadCpuTime#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@CPU Kernel Processes#PLAIN#CENTOS,0.9906030074055974,4.112036398195613E-5
CurrentThreadCpuTime#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9912350045438253,1.3900291020361866E-5
CurrentThreadCpuTime#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9906030074055974,4.132159462560334E-5
CurrentThreadCpuTime#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS@CPU Kernel Processes#PLAIN#CENTOS,0.9906030074055974,5.077454997801944E-5
CurrentThreadCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9912350045438253,1.3781595555006573E-5
CurrentThreadCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9915782920970775,3.636736458570857E-5
CurrentThreadCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS@CPU Kernel Processes#PLAIN#CENTOS,0.9912350045438253,4.602155058177187E-5
CPU Kernel Processes#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM,0.9906030074055974,1.3787057425787547E-4
CPU Kernel Processes#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS,0.9906030074055974,1.0517861911339647E-4
CPU Kernel Processes#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9906030074055974,1.055165816798132E-4
CPU Kernel Processes#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS,0.9908541778503088,1.0014185389520979E-4
CPU Kernel Processes#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9908541778503088,1.0047981646162651E-4
CPU Kernel Processes#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,0.9908541778503088,6.778786131714752E-5
CPU Kernel Processes#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS,0.9906030074055974,1.1248364041012803E-4
CPU Kernel Processes#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9906030074055974,1.1046565927734336E-4
CPU Kernel Processes#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,0.9906030074055974,8.079469280332958E-5
CPU Kernel Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,0.9915782920970775,6.697640817402044E-5
CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM,0.9977574408438381,1.6127455932525091E-6
CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,0.9967685814454443,2.2775037962931437E-6
CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9967685814454443,1.950708159669235E-6
CollectionCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9967685814454443,1.3244227996452898E-6
ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9969115743268745,8.691621593648293E-6
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM,0.9934088746666623,1.685842119548973E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS,0.9912961544286722,1.877837755029083E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM,0.9934088746666623,1.670932032924717E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@CPU Kernel Processes#PLAIN#CENTOS,0.9908541778503088,4.8741385854401286E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9912961544286722,1.6001847480167306E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CurrentThreadCpuTime#PLAIN#JVM,0.9937614928183746,1.3932790259123644E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9908541778503088,4.596485578427776E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM,0.9912961544286722,1.5852746613924744E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS@CPU Kernel Processes#PLAIN#CENTOS,0.9908541778503088,4.788481213907886E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS@Minor Page Faults#PLAIN#CENTOS,0.9910312267660537,2.5872934670091228E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@ProcessCpuTime#PLAIN#JVM@CurrentThreadCpuTime#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9908541778503088,4.5815754918035196E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9912961544286722,1.9611179542241625E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM@CurrentThreadCpuTime#PLAIN#JVM,0.9934088746666623,1.7542122321197963E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9908541778503088,4.957418784635208E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM,0.9912961544286722,1.9462078675999063E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@CPU Kernel Processes#PLAIN#CENTOS,0.9908541778503088,5.149414420115318E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@CPU User Processes#PLAIN#CENTOS@Minor Page Faults#PLAIN#CENTOS,0.9910312267660537,2.7677600701128385E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9908541778503088,4.942508698010951E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM,0.9912961544286722,1.3909018535752018E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS@CPU Kernel Processes#PLAIN#CENTOS,0.9908541778503088,4.594108406090613E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS@Minor Page Faults#PLAIN#CENTOS,0.9910312267660537,2.4901070631004864E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@TotalStartedThreadCount#PLAIN#JVM@CurrentThreadCpuTime#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9908541778503088,4.387202683986247E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM@CPU Kernel Processes#PLAIN#CENTOS,0.9908541778503088,4.771193954946467E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS@CurrentThreadCpuTime#PLAIN#JVM@Minor Page Faults#PLAIN#CENTOS,0.9910312267660537,2.4751969764762302E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS@CPU Kernel Processes#PLAIN#CENTOS@Minor Page Faults#PLAIN#CENTOS,0.9908541778503088,5.678403528991642E-5
CPU Soft Interrupts#PLAIN#CENTOS@CollectionCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS@Minor Page Faults#PLAIN#CENTOS@Free Virtual Pages#PLAIN#CENTOS,0.9910250387666336,5.0616254893135886E-5
CPU Soft Interrupts#PLAIN#CENTOS@ProcessCpuTime#PLAIN#JVM@CPU Idle Processes#PLAIN#CENTOS@TotalStartedThreadCount#PLAIN#JVM@CPU User Processes#PLAIN#CENTOS,0.9912961544286722,2.3469838643319437E-5
